qname	tname	num_alns	pid	qcov	tcov
SKTGIJFO_CDS_0633	SKTGIJFO_CDS_3516	1	94.5	78.99	80.74
SKTGIJFO_CDS_0633	SKTGIJFO_CDS_3189	1	93.52	78.26	80.0
SKTGIJFO_CDS_0633	SKTGIJFO_CDS_2996	1	93.52	78.26	80.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_2997	1	100.0	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_2223	1	100.0	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_0634	1	100.0	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_0193	1	100.0	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_3517	1	98.74	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_2800	1	97.48	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_2615	1	97.48	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_2025	1	96.86	100.0	100.0
SKTGIJFO_CDS_0634	SKTGIJFO_CDS_3190	1	96.23	100.0	100.0
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_2224	1	100.0	100.0	100.0
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_2026	1	100.0	100.0	100.0
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_0635	1	100.0	100.0	100.0
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_0194	1	100.0	100.0	100.0
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_3518	1	96.89	73.52	92.98
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_3191	1	90.71	83.11	98.91
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_2998	1	90.07	68.95	98.67
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_2801	1	90.07	68.95	98.67
SKTGIJFO_CDS_0635	SKTGIJFO_CDS_2616	1	90.07	68.95	98.67
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0636	1	100.0	100.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2225	1	100.0	98.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0195	1	96.67	100.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2027	1	96.6	98.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_3520	1	95.24	98.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_3192	1	91.45	100.0	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2999	1	93.44	79.33	100.0
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_3000	1	100.0	40.67	21.4
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2803	1	98.36	40.67	23.64
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2618	1	98.36	40.67	23.64
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_1835	1	100.0	37.33	27.45
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0442	1	100.0	37.33	27.45
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0001	1	100.0	37.33	27.45
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_2031	1	100.0	35.33	25.98
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_3521	1	100.0	23.33	25.36
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0637	1	100.0	23.33	25.36
SKTGIJFO_CDS_0636	SKTGIJFO_CDS_0196	1	100.0	23.33	25.36
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_3521	1	100.0	100.0	100.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_1835	1	100.0	100.0	67.65
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0637	1	100.0	100.0	100.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0442	1	100.0	100.0	67.65
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0196	1	100.0	100.0	100.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0001	1	100.0	100.0	67.65
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_3000	1	99.28	100.0	48.42
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2803	1	99.28	100.0	53.49
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2618	1	99.28	100.0	53.49
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2031	1	99.28	100.0	67.65
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_3193	1	98.55	100.0	100.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2226	1	100.0	76.09	70.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2028	1	100.0	76.09	70.0
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0636	1	100.0	25.36	23.33
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_0195	1	100.0	25.36	23.33
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_3520	1	100.0	23.19	21.77
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2225	1	100.0	23.19	21.77
SKTGIJFO_CDS_0637	SKTGIJFO_CDS_2027	1	100.0	23.19	21.77
SKTGIJFO_CDS_0638	SKTGIJFO_CDS_0638	1	100.0	100.0	100.0
SKTGIJFO_CDS_0638	SKTGIJFO_CDS_0197	1	100.0	100.0	100.0
SKTGIJFO_CDS_0638	SKTGIJFO_CDS_3522	1	94.68	97.92	63.95
SKTGIJFO_CDS_0638	SKTGIJFO_CDS_3194	1	94.68	97.92	68.12
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_0639	1	100.0	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_0443	1	100.0	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_2227	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_2032	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_2029	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_1836	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_0198	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_0002	1	98.82	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_3523	1	97.65	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_3195	1	86.78	100.0	100.0
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_3001	1	77.92	38.38	34.86
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_2804	1	77.92	38.38	34.86
SKTGIJFO_CDS_0639	SKTGIJFO_CDS_2619	1	77.92	38.38	34.86
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_0640	1	100.0	100.0	100.0
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_0444	1	100.0	100.0	100.0
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_2805	1	98.45	100.0	61.43
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_2620	1	98.45	100.0	61.43
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_3002	1	97.67	100.0	100.0
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_2228	1	95.87	93.02	85.11
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_2033	1	95.87	93.02	83.33
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_2030	1	95.87	93.02	85.11
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_1837	1	95.87	93.02	83.33
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_0199	1	95.87	93.02	85.11
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_0003	1	95.87	93.02	83.33
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_3196	1	98.04	79.07	70.83
SKTGIJFO_CDS_0640	SKTGIJFO_CDS_3524	1	97.89	73.64	57.58
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1484	1	100.0	100.0	100.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1142	1	100.0	100.0	100.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_0641	1	100.0	100.0	100.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_0369	1	100.0	100.0	70.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_0200	1	100.0	100.0	100.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1481	1	97.62	100.0	70.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1315	1	97.62	100.0	100.0
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1653	1	100.0	56.35	52.59
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_1312	1	100.0	56.35	52.59
SKTGIJFO_CDS_0641	SKTGIJFO_CDS_0805	1	100.0	56.35	52.59
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1143	1	100.0	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_0642	1	100.0	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1485	1	99.39	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_0370	1	99.39	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_0201	1	99.39	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1313	1	100.0	88.07	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_0806	1	100.0	88.07	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1654	1	99.31	88.07	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1482	1	93.27	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1316	1	93.27	100.0	100.0
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1653	1	100.0	11.31	27.41
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_1312	1	100.0	11.31	27.41
SKTGIJFO_CDS_0642	SKTGIJFO_CDS_0805	1	100.0	11.31	27.41
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_0643	1	100.0	100.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_0202	1	100.0	100.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1486	1	98.77	100.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1144	1	98.17	100.0	59.38
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1317	1	98.19	85.49	73.28
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_0807	1	100.0	75.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_0371	1	100.0	75.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1483	1	99.59	75.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1655	1	98.36	75.0	100.0
SKTGIJFO_CDS_0643	SKTGIJFO_CDS_1314	1	98.36	75.0	100.0
SKTGIJFO_CDS_0644	SKTGIJFO_CDS_0644	1	100.0	100.0	100.0
SKTGIJFO_CDS_0644	SKTGIJFO_CDS_1144	1	98.37	100.0	22.4
SKTGIJFO_CDS_0644	SKTGIJFO_CDS_0203	1	98.37	100.0	100.0
SKTGIJFO_CDS_0644	SKTGIJFO_CDS_1487	1	97.56	100.0	100.0
SKTGIJFO_CDS_0644	SKTGIJFO_CDS_1317	1	94.9	79.67	25.66
SKTGIJFO_CDS_0645	SKTGIJFO_CDS_0645	1	100.0	100.0	100.0
SKTGIJFO_CDS_0645	SKTGIJFO_CDS_1488	1	99.66	100.0	68.29
SKTGIJFO_CDS_0645	SKTGIJFO_CDS_1145	1	99.66	100.0	68.29
SKTGIJFO_CDS_0645	SKTGIJFO_CDS_0204	1	99.66	100.0	68.29
SKTGIJFO_CDS_0645	SKTGIJFO_CDS_1318	1	98.31	100.0	68.29
SKTGIJFO_CDS_0646	SKTGIJFO_CDS_1488	1	100.0	100.0	20.83
SKTGIJFO_CDS_0646	SKTGIJFO_CDS_1318	1	100.0	100.0	20.83
SKTGIJFO_CDS_0646	SKTGIJFO_CDS_1145	1	100.0	100.0	20.83
SKTGIJFO_CDS_0646	SKTGIJFO_CDS_0646	1	100.0	100.0	100.0
SKTGIJFO_CDS_0646	SKTGIJFO_CDS_0204	1	100.0	100.0	20.83
SKTGIJFO_CDS_0647	SKTGIJFO_CDS_1489	1	100.0	100.0	100.0
SKTGIJFO_CDS_0647	SKTGIJFO_CDS_1146	1	100.0	100.0	100.0
SKTGIJFO_CDS_0647	SKTGIJFO_CDS_0647	1	100.0	100.0	100.0
SKTGIJFO_CDS_0647	SKTGIJFO_CDS_0205	1	100.0	100.0	100.0
SKTGIJFO_CDS_0647	SKTGIJFO_CDS_1319	1	98.83	100.0	100.0
SKTGIJFO_CDS_0648	SKTGIJFO_CDS_1490	1	100.0	100.0	100.0
SKTGIJFO_CDS_0648	SKTGIJFO_CDS_1320	1	100.0	100.0	100.0
SKTGIJFO_CDS_0648	SKTGIJFO_CDS_1147	1	100.0	100.0	100.0
SKTGIJFO_CDS_0648	SKTGIJFO_CDS_0648	1	100.0	100.0	100.0
SKTGIJFO_CDS_0648	SKTGIJFO_CDS_0206	1	100.0	100.0	100.0
SKTGIJFO_CDS_0649	SKTGIJFO_CDS_1491	1	100.0	100.0	100.0
SKTGIJFO_CDS_0649	SKTGIJFO_CDS_1321	1	100.0	100.0	100.0
SKTGIJFO_CDS_0649	SKTGIJFO_CDS_1148	1	100.0	100.0	100.0
SKTGIJFO_CDS_0649	SKTGIJFO_CDS_0649	1	100.0	100.0	100.0
SKTGIJFO_CDS_0649	SKTGIJFO_CDS_0207	1	100.0	100.0	100.0
SKTGIJFO_CDS_0650	SKTGIJFO_CDS_1492	1	100.0	100.0	100.0
SKTGIJFO_CDS_0650	SKTGIJFO_CDS_1322	1	100.0	100.0	100.0
SKTGIJFO_CDS_0650	SKTGIJFO_CDS_1149	1	100.0	100.0	100.0
SKTGIJFO_CDS_0650	SKTGIJFO_CDS_0650	1	100.0	100.0	100.0
SKTGIJFO_CDS_0650	SKTGIJFO_CDS_0208	1	100.0	100.0	100.0
SKTGIJFO_CDS_0651	SKTGIJFO_CDS_1323	1	100.0	100.0	100.0
SKTGIJFO_CDS_0651	SKTGIJFO_CDS_0651	1	100.0	100.0	100.0
SKTGIJFO_CDS_0651	SKTGIJFO_CDS_0209	1	100.0	100.0	100.0
SKTGIJFO_CDS_0651	SKTGIJFO_CDS_1493	1	95.58	100.0	100.0
SKTGIJFO_CDS_0651	SKTGIJFO_CDS_1150	1	95.58	100.0	100.0
SKTGIJFO_CDS_0652	SKTGIJFO_CDS_1324	1	100.0	100.0	100.0
SKTGIJFO_CDS_0652	SKTGIJFO_CDS_0652	1	100.0	100.0	100.0
SKTGIJFO_CDS_0652	SKTGIJFO_CDS_0210	1	100.0	89.55	48.92
SKTGIJFO_CDS_0653	SKTGIJFO_CDS_0653	1	100.0	100.0	100.0
SKTGIJFO_CDS_0653	SKTGIJFO_CDS_1325	1	99.85	100.0	100.0
SKTGIJFO_CDS_0653	SKTGIJFO_CDS_1152	1	95.89	100.0	100.0
SKTGIJFO_CDS_0653	SKTGIJFO_CDS_1495	1	91.34	100.0	100.0
SKTGIJFO_CDS_0653	SKTGIJFO_CDS_0210	1	99.71	51.1	53.7
SKTGIJFO_CDS_0654	SKTGIJFO_CDS_1326	1	100.0	100.0	100.0
SKTGIJFO_CDS_0654	SKTGIJFO_CDS_1153	1	100.0	100.0	100.0
SKTGIJFO_CDS_0654	SKTGIJFO_CDS_0654	1	100.0	100.0	100.0
SKTGIJFO_CDS_0654	SKTGIJFO_CDS_0211	1	100.0	100.0	100.0
SKTGIJFO_CDS_0654	SKTGIJFO_CDS_1496	1	98.28	100.0	100.0
SKTGIJFO_CDS_0655	SKTGIJFO_CDS_1327	1	100.0	100.0	100.0
SKTGIJFO_CDS_0655	SKTGIJFO_CDS_0655	1	100.0	100.0	100.0
SKTGIJFO_CDS_0655	SKTGIJFO_CDS_0212	1	100.0	100.0	100.0
SKTGIJFO_CDS_0655	SKTGIJFO_CDS_1497	1	93.5	54.22	53.25
SKTGIJFO_CDS_0655	SKTGIJFO_CDS_1154	1	98.65	32.89	19.73
SKTGIJFO_CDS_0656	SKTGIJFO_CDS_1328	1	100.0	100.0	100.0
SKTGIJFO_CDS_0656	SKTGIJFO_CDS_1154	1	100.0	100.0	85.6
SKTGIJFO_CDS_0656	SKTGIJFO_CDS_0656	1	100.0	100.0	100.0
SKTGIJFO_CDS_0656	SKTGIJFO_CDS_0213	1	99.67	94.7	100.0
SKTGIJFO_CDS_0656	SKTGIJFO_CDS_1498	1	82.41	100.0	100.0
SKTGIJFO_CDS_0657	SKTGIJFO_CDS_1329	1	100.0	100.0	55.56
SKTGIJFO_CDS_0657	SKTGIJFO_CDS_1155	1	100.0	100.0	55.56
SKTGIJFO_CDS_0657	SKTGIJFO_CDS_0657	1	100.0	100.0	100.0
SKTGIJFO_CDS_0657	SKTGIJFO_CDS_0214	1	100.0	100.0	55.56
SKTGIJFO_CDS_0657	SKTGIJFO_CDS_1499	1	99.05	100.0	55.56
SKTGIJFO_CDS_0658	SKTGIJFO_CDS_1330	1	100.0	100.0	100.0
SKTGIJFO_CDS_0658	SKTGIJFO_CDS_0658	1	100.0	100.0	100.0
SKTGIJFO_CDS_0658	SKTGIJFO_CDS_0215	1	100.0	100.0	100.0
SKTGIJFO_CDS_0658	SKTGIJFO_CDS_1156	1	99.49	100.0	100.0
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_0659	1	100.0	100.0	100.0
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_1157	2	99.81	32.59	45.96
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_0216	1	99.8	30.47	40.73
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_1331	1	99.59	30.47	43.21
SKTGIJFO_CDS_0659	SKTGIJFO_CDS_1501	1	92.48	8.27	13.43
SKTGIJFO_CDS_0660	SKTGIJFO_CDS_1158	1	100.0	100.0	100.0
SKTGIJFO_CDS_0660	SKTGIJFO_CDS_0660	1	100.0	100.0	100.0
SKTGIJFO_CDS_0660	SKTGIJFO_CDS_0219	1	100.0	100.0	100.0
SKTGIJFO_CDS_0660	SKTGIJFO_CDS_1503	1	100.0	21.88	27.23
SKTGIJFO_CDS_0661	SKTGIJFO_CDS_0661	1	100.0	100.0	100.0
SKTGIJFO_CDS_0661	SKTGIJFO_CDS_1159	1	99.64	100.0	95.19
SKTGIJFO_CDS_0661	SKTGIJFO_CDS_0220	1	99.64	100.0	95.19
SKTGIJFO_CDS_0662	SKTGIJFO_CDS_1160	1	100.0	100.0	91.51
SKTGIJFO_CDS_0662	SKTGIJFO_CDS_0662	1	100.0	100.0	100.0
SKTGIJFO_CDS_0662	SKTGIJFO_CDS_0221	1	99.66	100.0	91.51
SKTGIJFO_CDS_0663	SKTGIJFO_CDS_1161	1	100.0	100.0	100.0
SKTGIJFO_CDS_0663	SKTGIJFO_CDS_0663	1	100.0	100.0	100.0
SKTGIJFO_CDS_0663	SKTGIJFO_CDS_0222	1	100.0	100.0	100.0
SKTGIJFO_CDS_0664	SKTGIJFO_CDS_0664	1	100.0	100.0	100.0
SKTGIJFO_CDS_0664	SKTGIJFO_CDS_1162	1	97.53	100.0	100.0
SKTGIJFO_CDS_0664	SKTGIJFO_CDS_0223	1	97.53	100.0	100.0
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_0665	1	100.0	100.0	100.0
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_3363	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_3238	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_3046	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_2849	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_2664	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_2076	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_1880	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_0487	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_0046	2	91.51	38.1	35.37
SKTGIJFO_CDS_0665	SKTGIJFO_CDS_1506	1	100.0	11.72	11.59
SKTGIJFO_CDS_0666	SKTGIJFO_CDS_0666	1	100.0	100.0	100.0
SKTGIJFO_CDS_0667	SKTGIJFO_CDS_1336	1	100.0	100.0	100.0
SKTGIJFO_CDS_0667	SKTGIJFO_CDS_1166	1	100.0	100.0	100.0
SKTGIJFO_CDS_0667	SKTGIJFO_CDS_0667	1	100.0	100.0	100.0
SKTGIJFO_CDS_0667	SKTGIJFO_CDS_0227	1	100.0	100.0	100.0
SKTGIJFO_CDS_0668	SKTGIJFO_CDS_1337	1	100.0	100.0	100.0
SKTGIJFO_CDS_0668	SKTGIJFO_CDS_1167	1	100.0	100.0	100.0
SKTGIJFO_CDS_0668	SKTGIJFO_CDS_0668	1	100.0	100.0	100.0
SKTGIJFO_CDS_0668	SKTGIJFO_CDS_0228	1	100.0	100.0	100.0
SKTGIJFO_CDS_0669	SKTGIJFO_CDS_1338	1	100.0	100.0	100.0
SKTGIJFO_CDS_0669	SKTGIJFO_CDS_1168	1	100.0	100.0	100.0
SKTGIJFO_CDS_0669	SKTGIJFO_CDS_0669	1	100.0	100.0	100.0
SKTGIJFO_CDS_0669	SKTGIJFO_CDS_0229	1	100.0	100.0	100.0
SKTGIJFO_CDS_0670	SKTGIJFO_CDS_1339	1	100.0	100.0	100.0
SKTGIJFO_CDS_0670	SKTGIJFO_CDS_1169	1	100.0	100.0	100.0
SKTGIJFO_CDS_0670	SKTGIJFO_CDS_0670	1	100.0	100.0	100.0
SKTGIJFO_CDS_0670	SKTGIJFO_CDS_0230	1	100.0	100.0	100.0
SKTGIJFO_CDS_0670	SKTGIJFO_CDS_1511	1	90.67	100.0	100.0
SKTGIJFO_CDS_0671	SKTGIJFO_CDS_1340	1	100.0	100.0	100.0
SKTGIJFO_CDS_0671	SKTGIJFO_CDS_1170	1	100.0	100.0	100.0
SKTGIJFO_CDS_0671	SKTGIJFO_CDS_0671	1	100.0	100.0	100.0
SKTGIJFO_CDS_0671	SKTGIJFO_CDS_0231	1	100.0	100.0	100.0
SKTGIJFO_CDS_0671	SKTGIJFO_CDS_1512	1	90.5	95.24	100.0
SKTGIJFO_CDS_0672	SKTGIJFO_CDS_1341	1	100.0	100.0	100.0
SKTGIJFO_CDS_0672	SKTGIJFO_CDS_1171	1	100.0	100.0	100.0
SKTGIJFO_CDS_0672	SKTGIJFO_CDS_0672	1	100.0	100.0	100.0
SKTGIJFO_CDS_0672	SKTGIJFO_CDS_0232	1	100.0	100.0	100.0
SKTGIJFO_CDS_0672	SKTGIJFO_CDS_1513	1	77.78	68.0	77.27
SKTGIJFO_CDS_0673	SKTGIJFO_CDS_1342	1	100.0	100.0	100.0
SKTGIJFO_CDS_0673	SKTGIJFO_CDS_1172	1	100.0	100.0	100.0
SKTGIJFO_CDS_0673	SKTGIJFO_CDS_0673	1	100.0	100.0	100.0
SKTGIJFO_CDS_0673	SKTGIJFO_CDS_0233	1	100.0	100.0	100.0
SKTGIJFO_CDS_0674	SKTGIJFO_CDS_0674	1	100.0	100.0	100.0
SKTGIJFO_CDS_0674	SKTGIJFO_CDS_1343	1	100.0	74.84	99.13
SKTGIJFO_CDS_0674	SKTGIJFO_CDS_1173	1	100.0	74.84	99.13
SKTGIJFO_CDS_0674	SKTGIJFO_CDS_0234	1	100.0	74.84	99.13
SKTGIJFO_CDS_0675	SKTGIJFO_CDS_0675	1	100.0	100.0	100.0
SKTGIJFO_CDS_0675	SKTGIJFO_CDS_1174	1	99.64	100.0	100.0
SKTGIJFO_CDS_0675	SKTGIJFO_CDS_0235	1	99.28	100.0	100.0
SKTGIJFO_CDS_0675	SKTGIJFO_CDS_1344	1	96.77	100.0	100.0
SKTGIJFO_CDS_0675	SKTGIJFO_CDS_1516	1	76.79	100.0	100.0
SKTGIJFO_CDS_0676	SKTGIJFO_CDS_0676	1	100.0	100.0	100.0
SKTGIJFO_CDS_0676	SKTGIJFO_CDS_1175	1	95.45	100.0	100.0
SKTGIJFO_CDS_0676	SKTGIJFO_CDS_0236	1	95.45	100.0	100.0
SKTGIJFO_CDS_0676	SKTGIJFO_CDS_1517	1	86.13	69.19	76.11
SKTGIJFO_CDS_0677	SKTGIJFO_CDS_1176	1	100.0	100.0	100.0
SKTGIJFO_CDS_0677	SKTGIJFO_CDS_0677	1	100.0	100.0	100.0
SKTGIJFO_CDS_0677	SKTGIJFO_CDS_0237	1	100.0	100.0	100.0
SKTGIJFO_CDS_0677	SKTGIJFO_CDS_1518	1	90.1	100.0	100.0
SKTGIJFO_CDS_0677	SKTGIJFO_CDS_1346	1	89.93	100.0	100.0
SKTGIJFO_CDS_0678	SKTGIJFO_CDS_1177	1	100.0	100.0	100.0
SKTGIJFO_CDS_0678	SKTGIJFO_CDS_0678	1	100.0	100.0	100.0
SKTGIJFO_CDS_0678	SKTGIJFO_CDS_0238	1	100.0	100.0	100.0
SKTGIJFO_CDS_0679	SKTGIJFO_CDS_1178	1	100.0	100.0	100.0
SKTGIJFO_CDS_0679	SKTGIJFO_CDS_0679	1	100.0	100.0	100.0
SKTGIJFO_CDS_0679	SKTGIJFO_CDS_0239	1	100.0	100.0	100.0
SKTGIJFO_CDS_0679	SKTGIJFO_CDS_1348	1	87.8	100.0	100.0
SKTGIJFO_CDS_0679	SKTGIJFO_CDS_1520	1	87.2	100.0	100.0
SKTGIJFO_CDS_0680	SKTGIJFO_CDS_0680	1	100.0	100.0	100.0
SKTGIJFO_CDS_0680	SKTGIJFO_CDS_1179	1	99.77	100.0	100.0
SKTGIJFO_CDS_0680	SKTGIJFO_CDS_0240	1	99.77	100.0	100.0
SKTGIJFO_CDS_0680	SKTGIJFO_CDS_1349	1	82.56	100.0	100.0
SKTGIJFO_CDS_0681	SKTGIJFO_CDS_1180	1	100.0	100.0	100.0
SKTGIJFO_CDS_0681	SKTGIJFO_CDS_0681	1	100.0	100.0	100.0
SKTGIJFO_CDS_0681	SKTGIJFO_CDS_0241	1	100.0	100.0	100.0
SKTGIJFO_CDS_0682	SKTGIJFO_CDS_1181	1	100.0	100.0	100.0
SKTGIJFO_CDS_0682	SKTGIJFO_CDS_0682	1	100.0	100.0	100.0
SKTGIJFO_CDS_0682	SKTGIJFO_CDS_0242	1	100.0	100.0	100.0
SKTGIJFO_CDS_0683	SKTGIJFO_CDS_0683	1	100.0	100.0	100.0
SKTGIJFO_CDS_0683	SKTGIJFO_CDS_0243	1	100.0	100.0	39.78
SKTGIJFO_CDS_0683	SKTGIJFO_CDS_1182	1	99.1	100.0	39.78
SKTGIJFO_CDS_0684	SKTGIJFO_CDS_0684	1	100.0	100.0	100.0
SKTGIJFO_CDS_0684	SKTGIJFO_CDS_1182	1	98.92	100.0	32.97
SKTGIJFO_CDS_0684	SKTGIJFO_CDS_0243	1	98.92	100.0	32.97
SKTGIJFO_CDS_0685	SKTGIJFO_CDS_1183	1	100.0	100.0	100.0
SKTGIJFO_CDS_0685	SKTGIJFO_CDS_0685	1	100.0	100.0	100.0
SKTGIJFO_CDS_0685	SKTGIJFO_CDS_0244	1	100.0	100.0	100.0
SKTGIJFO_CDS_0685	SKTGIJFO_CDS_1353	1	95.2	100.0	100.0
SKTGIJFO_CDS_0685	SKTGIJFO_CDS_1525	1	94.82	100.0	100.0
SKTGIJFO_CDS_0686	SKTGIJFO_CDS_1184	1	100.0	100.0	100.0
